

















-,-,-
-319,911,325
-332,897,328
-302,919,343
-302,890,329
-297,879,306
-310,899,313
-313,905,311
-339,951,328
-306,910,346
-297,900,383
-319,907,376
-312,879,312
-302,893,288
-304,873,266
-304,849,299
-293,854,307
-287,854,256
-297,878,258
-296,915,289
-298,919,305
-286,928,324
-266,916,304
-277,863,234
-262,854,242
-265,845,258
-245,823,263
-267,856,281
-256,831,215
-252,842,183
-260,863,161
-241,866,183
-262,902,177
-249,921,172
-263,929,179
-243,904,196
-267,873,168
-254,842,175
-234,831,183
-249,818,177
-225,806,187
-291,870,211
-279,918,241
-278,916,187
-248,905,246
-311,947,237
-285,875,286
-280,908,223
-302,905,236
-299,882,256
-255,921,204
-308,898,231
-255,936,249
-273,901,224
-273,776,207
-238,891,233
-264,1002,252
-313,912,264
-355,898,316
-296,960,318
-241,996,314
-273,989,288
-216,919,318
-240,865,321
-258,866,335
-273,970,311
-269,967,298
-256,911,338
-240,847,341
-217,842,359
-226,869,351
-252,889,341
-214,913,364
-270,896,335
-277,883,289


















-,-,-
-194,905,337
-233,921,352
-306,885,298
-280,911,293
-280,926,331
-297,948,310
-276,972,335
-274,951,335
-248,954,323
-261,924,309
-252,910,346
-214,901,365
-266,907,366
-259,954,338
-242,893,352
-221,863,310
-228,899,275
-244,878,334
-229,856,304
-243,884,303
-232,897,314
-247,906,275
-250,916,247
-244,895,190
-256,861,206
-243,820,250
-204,823,214
-221,825,190
-228,844,168
-239,835,172
-267,855,149
-234,872,167
-237,896,208
-229,867,175
-246,822,189
-239,784,150
-266,889,248
-264,897,227
-305,920,206
-248,982,248
-254,960,198
-261,894,255
-262,901,253
-238,921,271
-215,908,217
-253,900,214
-228,1019,236
-246,930,275
-241,883,230
-231,1015,264
-242,922,314
-247,878,271
-228,913,237
-257,864,270
-276,876,283
-207,941,314
-216,966,309
-172,973,304
-213,990,293
-232,990,290
-223,956,260
-199,921,283
-201,904,305
-185,887,307
-218,890,302
-212,899,314
-191,892,323
-170,909,308
-206,909,317
-172,923,339
-197,920,319


















-,-,-
-160,929,340
-209,901,299
-197,904,295
-212,904,307
-210,933,317
-204,921,328
-220,953,310
-227,964,359
